drug,protein
U297,2064
U297,4353
U297,3651
U297,6514
U297,3630
U297,847
U297,118429
U297,5444
U297,5066
U297,5328
U297,5340
U297,2596
U297,6319
U297,1906
U297,6647
U297,7352
U297,7011
U297,5054
U297,5468
U297,2641
U297,1071
U297,5697
U297,6646
U297,2028
U297,23549
U297,2171
U297,4322
U297,8972
U297,4440
U297,360
U297,366
U297,2740
U297,4314
U297,3906
U297,6776
U297,6777
U297,7299
U297,4846
U297,6360
U297,23621
U297,4318
U297,5770
U297,4609
U297,3383
U297,4878
U297,5443
U297,3934
U297,2353
U297,4879
U297,4790
U297,7941
U297,6347
U297,3725
U297,4776
U297,581
U297,5594
U297,5578
U297,5579
U297,5582
U297,5590
U297,207
U24,4086
U24,3716
U24,948
U24,2534
U24,7054
U24,5105
U24,5624
U24,64866
U24,476
U24,64400
U24,11156
U24,26574
U24,574447
U24,5292
U24,1020
U24,3614
U24,3615
U24,3651
U24,22882
U24,2740
U24,572
U24,353376
U24,3067
U24,8837
U24,331
U24,248
U24,4193
U24,10197
U24,2538
U24,3630
U24,324
U24,2208
U24,3596
U24,894
U24,1019
U24,1021
U24,9521
U24,6528
U24,486
U24,79719
U24,8517
U24,29880
U24,4973
U24,6203
U24,1589
U24,3065
U24,51478
U24,2167
U24,7852
U24,952
U24,1025
U24,728
U24,9446
U24,558
U24,3290
U24,292
U24,6714
U24,3181
U24,9518
U24,6615
U24,8797
U24,29126
U24,8850
U24,6098
U24,355
U24,133522
U24,506
U24,3283
U24,2688
U24,2550
U24,7031
U24,1374
U24,4502
U24,8702
U24,2690
U24,1889
U24,7041
U24,922
U24,5034
U24,338
U24,4547
U24,51520
U24,3284
U24,387
U24,1647
U24,580
U24,129831
U24,8314
U24,2033
U24,5888
U24,4288
U24,55065
U24,125
U24,126
U24,127
U24,6567
U24,217
U24,383
U24,1429
U24,4087
U24,4088
U24,8078
U24,2263
U24,29110
U24,1244
U24,4851
U24,9734
U24,7128
U24,59
U24,9076
U24,5010
U24,2994
U24,5783
U24,5601
U24,55869
U24,55244
U24,5604
U24,5609
U24,50848
U24,55847
U24,3146
U24,2990
U24,108
U24,351
U24,5111
U24,9536
U24,83540
U24,840
U24,4233
U24,246
U24,406986
U24,7443
U24,373156
U24,135
U24,5581
U24,7015
U24,23410
U24,2078
U24,5764
U24,406921
U24,2322
U24,55107
U24,134
U24,2580
U24,255738
U24,2309
U294,30835
U302,2099
U302,4609
U302,9970
U302,7442
U302,836
U302,207
U302,5595
U302,5594
U302,1586
U302,3630
U302,3091
U302,2492
U302,1583
U302,6514
U302,637
U302,596
U302,2100
U302,7431
U302,196
U302,4284
U302,5742
U302,5743
U302,7150
U302,3725
U302,2697
U302,5733
U302,4843
U302,4312
U302,4313
U302,4318
U302,1956
U302,5970
U302,6373
U302,2920
U302,2950
U302,7124
U302,2064
U302,240
U302,3383
U302,9429
U302,8816
U302,5327
U302,5328
U302,142
U302,8856
U302,5468
U302,891
U302,983
U302,1026
U302,5925
U302,11200
U302,3309
U302,7412
U302,6401
U302,3569
U302,3553
U302,3576
U302,581
U302,31
U302,3458
U302,3558
U302,847
U302,6647
U302,3643
U302,6517
U302,598
U302,841
U302,842
U302,1364
U302,332
U302,4353
U302,5465
U302,5467
U302,6347
U302,1543
U302,1545
U302,1576
U302,857
U302,1277
U302,50506
U302,3297
U302,595
U302,7157
U302,3552
U302,4846
U302,7422
U302,3586
U302,3315
U302,4780
U302,1401
U302,3627
U302,3692
U302,1147
U302,6772
U302,10598
U302,5054
U302,6696
U302,650
U302,860
U302,2932
U302,1281
U302,7040
U302,1544
U302,1029
U302,11186
U302,7153
U302,862
U302,51191
U302,1869
U302,1870
U302,55
U302,1509
U302,7056
U302,367
U302,3486
U302,3481
U302,6649
U302,8972
U302,959
U302,3659
U302,3162
U302,5447
U302,5728
U302,5709
U302,5578
U302,2065
U302,5444
U302,5579
U302,5894
U302,2002
U302,4792
U302,2152
U302,7498
U302,1950
U302,5118
U302,9520
U302,3099
U302,4824
U302,4953
U302,1728
U302,5921
U302,2353
U302,6783
U302,2944
U302,2946
U302,3037
U302,653361
U302,1558
U302,8288
U302,5563
U302,23028
U302,4217
U302,10628
U302,9963
U302,7190
U302,3320
U302,7295
U302,7299
U302,3308
U302,2710
U302,7494
U302,7057
U302,7421
U302,5562
U302,19
U302,6774
U302,1392
U302,672
U302,6566
U302,8795
U302,2475
U302,5599
U302,5580
U302,3717
U302,51085
U302,627
U302,10062
U302,23373
U302,283871
U302,4170
U302,5806
U302,9212
U302,6513
U302,1051
U302,6590
U302,2147
U302,10595
U302,999
U302,43
U302,114548
U302,2548
U302,9370
U302,4204
U302,7384
U302,4729
U302,80331
U302,3178
U302,1557
U302,1432
U302,54600
U302,23411
U302,7082
U302,8061
U302,4067
U302,4128
U302,200959
U302,1965
U302,84329
U302,4586
U302,5025
U302,5781
U302,1571
U302,3949
U302,9100
U302,348
U302,1312
U302,3795
U302,2645
U302,2194
U302,6319
U302,1385
U302,1958
U302,4899
U302,7122
U302,51176
U302,8312
U302,8313
U302,3605
U302,468
U302,5291
U302,4803
U302,2185
U302,1499
U302,4790
U302,6523
U302,64581
U302,239
U302,4583
U302,4585
U302,3156
U302,6403
U302,9976
U302,387836
U302,51266
U302,4481
U302,3565
U569,4284
U303,5970
U303,331
U303,7157
U303,7498
U303,108
U303,7299
U303,3162
U303,5594
U303,3569
U303,3725
U303,351
U303,5111
U303,5925
U303,842
U303,836
U303,7422
U303,207
U303,4792
U303,7124
U303,4843
U303,5743
U303,9536
U303,2064
U303,1026
U303,3565
U303,1019
U303,1017
U303,595
U303,891
U303,83540
U303,332
U303,4170
U303,598
U303,4193
U303,840
U303,4313
U303,4318
U303,1956
U303,4233
U303,2950
U303,367
U303,959
U303,3383
U303,3586
U303,7150
U303,7153
U303,5468
U303,3458
U303,3558
U303,3643
U303,6517
U303,4312
U303,29110
U303,246
U303,1025
U303,2194
U303,5599
U303,4780
U303,9212
U303,22882
U303,142
U303,406986
U303,9075
U303,4088
U303,7443
U303,3320
U303,3146
U303,2099
U303,373156
U303,135
U303,5581
U303,596
U303,7015
U303,23410
U303,2078
U303,5764
U303,1244
U303,9429
U303,43
U303,406921
U303,1432
U303,9734
U303,2475
U303,2322
U303,55107
U303,4128
U303,3605
U303,5595
U303,134
U303,2580
U303,6714
U303,4790
U699,10598
U699,5970
U699,4792
U699,596
U699,581
U699,3558
U699,7124
U699,3383
U699,5594
U699,7299
U699,207
U699,5728
U699,4128
U699,4129
U699,3553
U699,407029
U699,55872
U699,7137
U699,3551
U699,5743
U699,4851
U699,3091
U699,351
U699,7097
U699,3479
U699,213
U699,6622
U699,9021
U699,4318
U699,7422
U699,8609
U699,5468
U699,2194
U699,1719
U699,847
U699,7226
U699,8649
U699,2048
U699,6035
U699,5465
U699,1610
U699,3320
U699,4282
U699,6564
U309,1244
U309,2876
U309,23576
U309,6342
U309,9971
U309,4780
U309,10395
U309,4097
U309,836
U309,840
U309,841
U309,8647
U309,1581
U309,9429
U309,842
U309,246213
U309,6511
U309,3091
U309,768
U309,6714
U309,2903
U309,2919
U309,2539
U309,3767
U309,56998
U309,1543
U309,5594
U309,7422
U309,6512
U309,6550
U309,3162
U309,5743
U309,5580
U309,4880
U309,6390
U309,5579
U309,231
U309,4436
U309,2956
U309,3553
U309,183
U309,1906
U309,4609
U309,83953
U309,5582
U309,8476
U309,43
U309,5578
U309,112476
U309,4128
U309,4790
U309,596
U309,2990
U309,4485
U310,2208
U310,5970
U310,7124
U310,3156
U310,3689
U310,5447
U310,3630
U310,836
U310,240
U310,3569
U310,728
U310,5579
U310,6915
U310,847
U310,6647
U310,4843
U310,2950
U310,3553
U310,3576
U310,3037
U310,4353
U310,10544
U310,59
U310,1432
U310,57787
U310,7040
U310,9971
U310,2335
U310,5034
U310,23621
U310,355
U310,100
U310,5468
U310,5599
U310,2475
U310,23411
U310,596
U310,5562
U310,1543
U310,10768
U310,56952
U310,57817
U310,8074
U310,5481
U310,2100
U310,5530
U310,4312
U310,10598
U310,3551
U310,8644
U310,3162
U310,983
U310,5743
U310,6590
U310,3725
U310,1576
U310,5709
U310,581
U310,3383
U310,2099
U310,6772
U310,1545
U310,1544
U310,8856
U310,9970
U310,196
U310,7412
U310,6401
U310,3643
U310,207
U310,6517
U310,2944
U310,2946
U310,7498
U310,2101
U310,50943
U310,329
U310,330
U310,7082
U310,4792
U310,659
U310,6197
U310,5341
U310,55968
U310,4318
U310,90550
U310,9075
U310,4790
U310,331
U310,7157
U310,108
U310,7299
U310,5594
U310,351
U310,5111
U310,5925
U310,842
U310,7422
U310,9536
U310,2064
U310,1026
U310,3565
U310,1019
U310,1017
U310,595
U310,891
U310,83540
U310,332
U310,4170
U310,598
U310,4193
U310,840
U310,4313
U310,1956
U310,4233
U310,367
U310,959
U310,3586
U310,7150
U310,7153
U310,3458
U310,3558
U310,29110
U310,246
U310,1025
U310,2194
U310,4780
U310,9212
U310,22882
U310,142
U310,406986
U310,4088
U310,7443
U310,3320
U310,3146
U310,373156
U310,135
U310,5581
U310,7015
U310,23410
U310,2078
U310,5764
U310,1244
U310,9429
U310,43
U310,406921
U310,9734
U310,2322
U310,55107
U310,4128
U310,3605
U310,5595
U310,134
U310,2580
U310,6714
U310,2859
U310,1636
U310,6715
U310,3376
U310,5742
U310,2697
U310,5733
U310,6373
U310,2920
U310,8816
U310,5327
U310,5328
U310,11200
U310,3309
U310,31
U310,841
U310,1364
U310,5465
U310,5467
U310,6347
U310,3091
U310,857
U310,1277
U310,50506
U310,3297
U310,3552
U310,4846
U310,3315
U310,1401
U310,3627
U310,3692
U310,1147
U310,5054
U310,6696
U310,650
U310,860
U310,2932
U310,1281
U310,1029
U310,11186
U310,4609
U310,862
U310,51191
U310,1869
U310,1870
U310,55
U310,1509
U310,7056
U310,3486
U310,3481
U310,6649
U310,8972
U310,3659
U310,5728
U310,5578
U310,2065
U310,5444
U310,5894
U310,2002
U310,2152
U310,1950
U310,5118
U310,9520
U310,3099
U310,4824
U310,4953
U310,1728
U310,5921
U310,2353
U310,6783
U310,653361
U310,1558
U310,8288
U310,5563
U310,23028
U310,4217
U310,10628
U310,9963
U310,7190
U310,7295
U310,3308
U310,7431
U310,2710
U310,7494
U310,7057
U310,7421
U310,19
U310,6774
U310,1392
U310,672
U310,6566
U310,8795
U310,5580
U310,3717
U310,51085
U310,627
U310,10062
U310,23373
U310,283871
U310,5806
U310,6513
U310,1051
U310,2147
U310,10595
U310,999
U310,114548
U310,2548
U310,9370
U310,4204
U310,7384
U310,4729
U310,80331
U310,3178
U310,1557
U310,54600
U310,8061
U310,4067
U310,200959
U310,1965
U310,84329
U310,4586
U310,5025
U310,5781
U310,1571
U310,3949
U310,9100
U310,348
U310,1312
U310,3795
U310,2645
U310,6319
U310,1385
U310,1958
U310,4899
U310,7122
U310,51176
U310,8312
U310,8313
U310,468
U310,5291
U310,4803
U310,2185
U310,1499
U310,5770
U310,4602
U310,25824
U310,4284
U310,2033
U310,1387
U310,8850
U310,1278
U310,6790
U310,10312
U310,4023
U310,1588
U310,23678
U310,5406
U310,1437
U310,2206
U310,5924
U310,890
U310,6648
U310,54205
U310,5747
U310,920
U310,7442
U310,248
U310,1020
U310,5582
U310,5590
U310,335
U310,23462
U310,5213
U310,4035
U310,5340
U310,1906
U310,5740
U310,1645
U310,6898
U310,3456
U310,2990
U310,5313
U310,152007
U310,8639
U310,94033
U310,7013
U310,2597
U310,3149
U310,4883
U310,356
U310,4257
U310,64816
U310,993
U310,23300
U310,6817
U310,2052
U310,1586
U310,4025
U310,5243
U310,5294
U310,90865
U310,8694
U310,22949
U310,1803
U310,4615
U310,7345
U310,2521
U310,728411
U310,6584
U310,5130
U310,7097
U310,834
U310,116236
U310,55937
U310,7534
U310,200186
U310,2980
U310,3416
U310,2736
U310,2492
U310,1583
U310,6514
U310,637
U310,6667
U310,339221
U310,1375
U310,10013
U310,11104
U310,4852
U310,7306
U310,761
U310,8609
U310,1719
U310,7226
U310,8649
U310,2048
U310,6035
U310,3931
U310,10280
U310,9388
U310,4001
U310,7528
U310,3667
U310,9817
U310,5604
U310,2305
U310,4133
U310,58157
U310,7099
U310,7290
U310,29946
U310,5241
U310,578
U310,3713
U310,27165
U310,3495
U310,5644
U310,885
U310,4435
U310,2168
U310,5948
U310,4915
U310,7351
U310,3651
U310,118429
U310,5066
U310,2596
U310,7352
U310,7011
U310,2641
U310,1071
U310,5697
U310,6646
U310,2028
U310,23549
U310,2171
U310,4322
U310,4440
U310,360
U310,366
U310,2740
U310,4314
U310,3906
U310,6776
U310,6777
U310,5816
U310,1559
U310,3208
U310,590
U310,5605
U310,8682
U310,7001
U310,2026
U310,6360
U310,1555
U310,6476
U310,3938
U310,8824
U310,1103
U310,6403
U310,2670
U310,5879
U310,695
U310,1075
U310,1565
U310,3783
U310,2694
U310,2538
U310,4851
U310,51135
U310,3067
U310,1120
U310,5598
U310,2902
U310,4878
U310,5443
U310,3934
U310,4879
U310,7941
U310,4776
U310,949
U310,60
U310,7726
U310,6927
U310,3172
U310,213
U310,9677
U310,1027
U310,2309
U310,4973
U310,55244
U310,5609
U310,4086
U310,3716
U310,948
U310,2534
U310,7054
U310,5105
U310,5624
U310,64866
U310,476
U310,64400
U310,11156
U310,26574
U310,574447
U310,5292
U310,3614
U310,3615
U310,1513
U310,572
U310,4772
U310,6300
U310,148
U310,3726
U310,5021
U310,9104
U310,1400
U310,6356
U310,3567
U310,7076
U310,5209
U310,3791
U310,9446
U310,2865
U310,7350
U310,6416
U310,4323
U310,2572
U310,10026
U310,1843
U310,6622
U310,8678
U310,81631
U310,2668
U310,1270
U313,1555
U313,7124
U313,5970
U313,4792
U313,220
U313,5468
U313,6720
U313,1362
U313,3569
U313,6347
U313,8854
U313,57787
U313,207
U313,3553
U313,834
U313,355
U313,2572
U313,2353
U313,10026
U313,596
U313,5599
U313,7157
U313,1843
U313,6622
U313,2026
U313,627
U313,8678
U313,81631
U313,2668
U313,1270
U308,7157
U308,2353
U308,3725
U308,1026
U308,595
U308,1019
U308,836
U308,51191
U308,890
U308,862
U308,598
U308,842
U308,898
U308,891
U308,983
U308,3692
U308,894
U308,9134
U308,1017
U308,1021
U308,5743
U308,5594
U308,5599
U308,10598
U308,6714
U308,5970
U308,4318
U308,5580
U308,5578
U308,2697
U308,4059
U308,7412
U308,9429
U308,5327
U308,5328
U308,5728
U308,4792
U308,2152
U308,4846
U308,4843
U308,1401
U308,8972
U308,3552
U308,7124
U308,5465
U308,5468
U308,51422
U308,23411
U308,5444
U308,3569
U308,3576
U308,6401
U308,58487
U308,4914
U308,7071
U308,332
U308,317
U308,207
U308,6772
U308,2547
U308,6774
U308,3091
U308,7422
U308,5243
U308,8714
U308,6720
U308,51094
U308,79602
U308,5770
U308,1906
U308,6647
U308,1728
U308,847
U308,3716
U308,6648
U308,185
U308,3667
U308,6517
U308,3553
U308,8837
U308,7498
U308,1499
U308,26108
U308,4313
U308,6347
U308,27190
U308,22933
U308,728
U308,4780
U308,5579
U308,7040
U308,2308
U308,2475
U308,367
U308,729230
U308,1965
U308,3309
U308,9536
U308,2247
U308,4353
U308,4170
U308,578
U308,27113
U308,5366
U308,10018
U308,8743
U308,8797
U308,8795
U308,2752
U308,6194
U308,5595
U308,4953
U308,650
U308,2643
U308,2099
U308,50506
U308,330
U308,331
U308,597
U308,7186
U308,998
U308,682
U308,1280
U308,3688
U308,1649
U308,940
U308,941
U308,3586
U308,4609
U308,5175
U308,10062
U308,1588
U308,7011
U308,5069
U308,3383
U308,5742
U308,6678
U308,2100
U308,1543
U308,1545
U308,3082
U308,672
U308,675
U308,196
U308,1022
U308,79719
U308,5587
U308,7039
U308,51293
U308,7042
U308,3480
U308,6783
U308,3717
U308,2194
U308,873
U308,7299
U308,4835
U308,3685
U308,999
U308,5562
U308,9370
U308,3952
U308,1655
U308,1571
U308,1586
U308,8720
U308,6615
U308,6696
U308,5592
U308,23410
U308,7941
U308,4790
U308,1956
U308,1636
U308,3162
U308,11315
U308,5993
U308,4322
U308,208
U308,59272
U308,5663
U308,3630
U308,8877
U308,2735
U308,329
U308,2729
U308,4048
U308,7431
U308,3783
U308,26018
U308,2064
U308,9619
U308,7276
U308,10628
U308,6376
U308,9314
U308,5141
U308,7099
U308,10891
U308,9365
U308,1769
U308,9734
U308,4851
U308,406959
U308,1374
U308,142
U308,328
U308,7351
U308,6446
U308,7350
U308,1647
U308,29128
U308,84876
U308,1431
U308,8856
U308,4852
U308,23636
U308,6469
U308,1786
U308,2395
U308,8565
U308,54600
U308,213
U308,10146
U308,6925
U308,3099
U308,5566
U308,7132
U308,1000
U308,1958
U308,43
U308,3297
U308,3479
U308,3315
U308,5068
U308,4868
U308,3620
U308,57817
U308,23175
U308,5216
U308,79444
U308,4128
U308,11186
U308,2739
U308,7019
U308,9308
U308,2309
U308,1589
U308,7827
U308,3290
U308,7494
U308,942
U308,154
U308,6198
U308,1978
U308,5581
U308,59
U308,4129
U308,1437
U308,2321
U308,3791
U308,2324
U308,6513
U308,4312
U308,1950
U308,695
U308,3815
U308,5563
U308,8647
U308,11156
U308,4088
U308,7122
U308,362
U308,356
U308,406937
U308,358
U308,3320
U308,100506658
U308,1459
U308,27022
U308,5223
U308,8087
U308,1649
U308,5027
U308,2740
U308,3861
U308,8846
U308,4481
U308,5879
U308,79068
U308,151056
U308,6523
U308,6524
U308,1020
U308,6256
U312,27349
U312,2194
U312,50506
U312,1437
U312,3567
U312,847
U312,6647
U312,2539
U312,2936
U312,7157
U312,5300
U312,3099
U312,7076
U312,4313
U312,8521
U312,4318
U312,1490
U312,5743
U312,5054
U312,9429
U312,112476
U312,6868
U312,682
U312,857
U312,4878
U312,1901
U312,6280
U312,5595
U312,5594
U312,4790
U312,5879
U312,2869
U312,4586
U312,8877
U312,116
U312,5243
U312,9423
U312,2932
U312,929
U312,6505
U312,3606
U312,23683
U312,9367
U312,5578
U312,5970
U312,6464
U312,4312
U312,5581
U312,7124
U312,6498
U312,4638
U312,361
U312,1906
U312,1889
U312,4852
U312,5328
U312,5337
U312,3726
U312,5468
U312,23410
U312,6670
U312,5978
U312,207
U312,5610
U312,6317
U312,1520
U312,1476
U312,3551
U312,5794
U312,1513
U311,2208
U311,5970
U311,7124
U311,3156
U311,3689
U311,5447
U311,3630
U311,836
U311,240
U311,3569
U311,728
U311,5579
U311,6915
U311,847
U311,6647
U311,4843
U311,2950
U311,3553
U311,3576
U311,3037
U311,4353
U311,10544
U311,59
U311,1432
U311,57787
U311,7040
U311,9971
U311,2335
U311,5034
U311,23621
U311,355
U311,100
U311,5468
U311,5599
U311,2475
U311,23411
U311,596
U311,5562
U311,1543
U311,10768
U311,56952
U311,57817
U311,8074
U311,5481
U311,2100
U311,5530
U311,4312
U311,10598
U311,3551
U311,8644
U311,3162
U311,983
U311,5743
U311,6590
U311,3725
U311,1576
U311,5709
U311,581
U311,3383
U311,2099
U311,6772
U311,1545
U311,1544
U311,8856
U311,9970
U311,196
U311,7412
U311,6401
U311,3643
U311,207
U311,6517
U311,2944
U311,2946
U311,7498
U311,2101
U311,50943
U311,329
U311,330
U311,7082
U311,4792
U311,659
U311,6197
U311,5341
U311,55968
U311,4318
U311,90550
U311,9075
U311,4790
U311,331
U311,7157
U311,108
U311,7299
U311,5594
U311,351
U311,5111
U311,5925
U311,842
U311,7422
U311,9536
U311,2064
U311,1026
U311,3565
U311,1019
U311,1017
U311,595
U311,891
U311,83540
U311,332
U311,4170
U311,598
U311,4193
U311,840
U311,4313
U311,1956
U311,4233
U311,367
U311,959
U311,3586
U311,7150
U311,7153
U311,3458
U311,3558
U311,29110
U311,246
U311,1025
U311,2194
U311,4780
U311,9212
U311,22882
U311,142
U311,406986
U311,4088
U311,7443
U311,3320
U311,3146
U311,373156
U311,135
U311,5581
U311,7015
U311,23410
U311,2078
U311,5764
U311,1244
U311,9429
U311,43
U311,406921
U311,9734
U311,2322
U311,55107
U311,4128
U311,3605
U311,5595
U311,134
U311,2580
U311,6714
U311,2859
U311,1636
U311,6715
U311,3376
U311,5742
U311,2697
U311,5733
U311,6373
U311,2920
U311,8816
U311,5327
U311,5328
U311,11200
U311,3309
U311,31
U311,841
U311,1364
U311,5465
U311,5467
U311,6347
U311,3091
U311,857
U311,1277
U311,50506
U311,3297
U311,3552
U311,4846
U311,3315
U311,1401
U311,3627
U311,3692
U311,1147
U311,5054
U311,6696
U311,650
U311,860
U311,2932
U311,1281
U311,1029
U311,11186
U311,4609
U311,862
U311,51191
U311,1869
U311,1870
U311,55
U311,1509
U311,7056
U311,3486
U311,3481
U311,6649
U311,8972
U311,3659
U311,5728
U311,5578
U311,2065
U311,5444
U311,5894
U311,2002
U311,2152
U311,1950
U311,5118
U311,9520
U311,3099
U311,4824
U311,4953
U311,1728
U311,5921
U311,2353
U311,6783
U311,653361
U311,1558
U311,8288
U311,5563
U311,23028
U311,4217
U311,10628
U311,9963
U311,7190
U311,7295
U311,3308
U311,7431
U311,2710
U311,7494
U311,7057
U311,7421
U311,19
U311,6774
U311,1392
U311,672
U311,6566
U311,8795
U311,5580
U311,3717
U311,51085
U311,627
U311,10062
U311,23373
U311,283871
U311,5806
U311,6513
U311,1051
U311,2147
U311,10595
U311,999
U311,114548
U311,2548
U311,9370
U311,4204
U311,7384
U311,4729
U311,80331
U311,3178
U311,1557
U311,54600
U311,8061
U311,4067
U311,200959
U311,1965
U311,84329
U311,4586
U311,5025
U311,5781
U311,1571
U311,3949
U311,9100
U311,348
U311,1312
U311,3795
U311,2645
U311,6319
U311,1385
U311,1958
U311,4899
U311,7122
U311,51176
U311,8312
U311,8313
U311,468
U311,5291
U311,4803
U311,2185
U311,1499
U311,5770
U311,4602
U311,25824
U311,4284
U311,2033
U311,1387
U311,8850
U311,1278
U311,6790
U311,10312
U311,4023
U311,1588
U311,23678
U311,5406
U311,1437
U311,2206
U311,5924
U311,890
U311,6648
U311,54205
U311,5747
U311,920
U311,7442
U311,248
U311,1020
U311,5582
U311,5590
U311,335
U311,23462
U311,5213
U311,4035
U311,5340
U311,1906
U311,5740
U311,1645
U311,6898
U311,3456
U311,2990
U311,5313
U311,152007
U311,8639
U311,94033
U311,7013
U311,2597
U311,3149
U311,4883
U311,356
U311,4257
U311,64816
U311,993
U311,23300
U311,6817
U311,2052
U311,1586
U311,4025
U311,5243
U311,5294
U311,90865
U311,8694
U311,22949
U311,1803
U311,4615
U311,7345
U311,2521
U311,728411
U311,6584
U311,5130
U311,7097
U311,834
U311,116236
U311,55937
U311,7534
U311,200186
U311,2980
U311,3416
U311,2736
U311,2492
U311,1583
U311,6514
U311,637
U311,6667
U311,339221
U311,1375
U311,10013
U311,11104
U311,4852
U311,7306
U311,761
U311,8609
U311,1719
U311,7226
U311,8649
U311,2048
U311,6035
U311,3931
U311,10280
U311,9388
U311,4001
U311,7528
U311,3667
U311,9817
U311,5604
U311,2305
U311,4133
U311,58157
U311,7099
U311,7290
U311,29946
U311,5241
U311,578
U311,3713
U311,27165
U311,3495
U311,5644
U311,885
U311,4435
U311,2168
U311,5948
U311,4915
U311,7351
U311,3651
U311,118429
U311,5066
U311,2596
U311,7352
U311,7011
U311,2641
U311,1071
U311,5697
U311,6646
U311,2028
U311,23549
U311,2171
U311,4322
U311,4440
U311,360
U311,366
U311,2740
U311,4314
U311,3906
U311,6776
U311,6777
U311,5816
U311,1559
U311,3208
U311,590
U311,5605
U311,8682
U311,7001
U311,2026
U311,6360
U311,1555
U311,6476
U311,3938
U311,8824
U311,1103
U311,6403
U311,2670
U311,5879
U311,695
U311,1075
U311,1565
U311,3783
U311,2694
U311,2538
U311,4851
U311,51135
U311,3067
U311,1120
U311,5598
U311,2902
U311,4878
U311,5443
U311,3934
U311,4879
U311,7941
U311,4776
U311,949
U311,60
U311,7726
U311,6927
U311,3172
U311,213
U311,9677
U311,1027
U311,2309
U311,4973
U311,55244
U311,5609
U311,4086
U311,3716
U311,948
U311,2534
U311,7054
U311,5105
U311,5624
U311,64866
U311,476
U311,64400
U311,11156
U311,26574
U311,574447
U311,5292
U311,3614
U311,3615
U311,1513
U311,572
U311,4772
U311,6300
U311,148
U311,3726
U311,5021
U311,9104
U311,1400
U311,6356
U311,3567
U311,7076
U311,5209
U311,3791
U311,9446
U311,2865
U311,7350
U311,6416
U311,4323
U311,2572
U311,10026
U311,1843
U311,6622
U311,8678
U311,81631
U311,2668
U311,1270
U311,1644
U305,5970
U305,4792
U305,3576
U305,2938
U305,2939
U305,2944
U305,2946
U305,2950
U305,4313
U305,4318
U305,7422
U305,5579
U305,3481
U305,1026
U305,8877
U305,367
U305,5243
U305,5599
U305,4129
U305,489
U305,4830
U305,4833
U305,7299
U305,2099
U305,4214
U305,627
U305,316
U305,2194
U305,356
U305,7157
U305,842
U305,836
U305,4257
U305,64816
U305,993
U305,23300
U305,4843
U305,4780
U305,5594
U305,6817
U305,2052
U305,1586
U305,8644
U305,23621
U305,4025
U305,4790
U305,57787
U305,5294
U305,5580
U305,90865
U305,43
U305,8694
U305,4128
U305,22949
U305,1803
U305,4615
U305,847
U305,8989
U305,7124
U305,3586
U305,5728
U305,728411
U305,1277
U305,6584
U305,596
U305,5130
U305,7097
U305,834
U305,116236
U305,55937
U305,7534
U305,200186
U305,2980
U305,3416
U305,2736
U305,3552
U305,1636
U305,4151
U305,186
U305,6774
U305,2205
U305,153
U305,6667
U305,339221
U305,1375
U305,5770
U305,983
U305,10013
U305,3931
U305,10280
U305,3725
U305,2932
U305,2353
U305,10598
U305,1571
U305,5743
U305,2875
U305,1234
U305,6647
U305,3480
U305,823
U305,100506742
U305,84676
U305,114907
U305,2542
U305,6517
U305,207
U305,2687
U305,5320
U305,3156
U305,84706
U305,1543
U305,1544
U305,7040
U305,10524
U305,958
U305,942
U305,6364
U305,4609
U305,7295
U305,4311
U305,240
U305,5444
U305,3692
U305,3565
U305,6649
U305,6648
U305,51596
U305,2983
U305,4504
U305,7412
U305,3383
U305,6401
U305,1278
U305,4953
U305,4306
U305,23411
U305,1029
U305,999
U305,5578
U305,3952
U305,5054
U305,4282
U305,2152
U305,10026
U305,3553
U305,3569
U305,3162
U305,5550
U305,9025
U305,1432
U305,8517
U305,4023
U305,5644
U305,885
U305,4435
U305,5465
U305,2168
U305,5948
U305,4915
U305,5467
U305,1401
U305,7351
U305,2064
U305,4353
U305,3651
U305,6514
U305,3630
U305,118429
U305,5066
U305,5328
U305,5340
U305,2596
U305,6319
U305,1906
U305,7352
U305,7011
U305,5468
U305,2641
U305,1071
U305,5697
U305,6646
U305,2028
U305,23549
U305,2171
U305,4322
U305,8972
U305,4440
U305,360
U305,366
U305,2740
U305,4314
U305,3906
U305,6776
U305,6777
U305,3558
U305,4775
U305,331
U305,7498
U305,108
U305,351
U305,5111
U305,5925
U305,9536
U305,1019
U305,1017
U305,595
U305,891
U305,83540
U305,332
U305,4170
U305,598
U305,4193
U305,840
U305,1956
U305,4233
U305,959
U305,7150
U305,7153
U305,3458
U305,3643
U305,4312
U305,29110
U305,246
U305,1025
U305,9212
U305,22882
U305,142
U305,406986
U305,9075
U305,4088
U305,7443
U305,3320
U305,3146
U305,373156
U305,135
U305,5581
U305,7015
U305,23410
U305,2078
U305,5764
U305,1244
U305,9429
U305,406921
U305,9734
U305,2475
U305,2322
U305,55107
U305,3605
U305,5595
U305,134
U305,2580
U305,6714
U305,4878
U305,5443
U305,3934
U305,4879
U305,7941
U305,6347
U305,4776
U305,949
U305,60
U305,7726
U305,6927
U305,3172
U305,213
U305,8505
U305,54429
U305,27306
U305,5315
U305,2548
U305,10365
U305,3002
U305,2923
U305,55818
U305,4846
U305,3091
U305,154
U305,9446
U305,3949
U305,9971
U314,2353
U314,50848
U314,3717
U314,4502
U314,6513
