symptom,protein
C0032285,2919
C0032285,114294
C0032285,6439
C0032285,6356
C0032285,3553
C0032285,3576
C0032285,3586
C0032285,7124
C0032285,4153
C0032285,6347
C0032285,4353
C0026837,23317
C0026837,4852
C0026837,2639
C0026837,2643
C0026837,5805
C0026837,1436
C0026837,26154
C0026837,6311
C0026837,25793
C0026837,5159
C0026837,7054
C0026837,5621
C0026837,25978
C0026837,4922
C0026837,8867
C0026837,11315
C0026837,1565
C0026837,1639
C0026837,8398
C0026837,2332
C0026837,9445
C0026837,1410
C0026837,55532
C0026837,5155
C0026837,6531
C0026837,5428
C0026837,6575
C0026837,3939
C0026837,103
C0026837,6908
C0026837,4929
C0026837,11152
C0026837,7138
C0026837,6622
C0026837,6609
C0026837,9829
C0026837,4204
C0026837,9627
C0026837,2629
C0026837,2512
C0026837,4137
C0026837,4287
C0026837,51741
C0026837,23400
C0026837,5654
C0026837,1509
C0026837,6261
C0427190,6310
C0427190,7436
C0427190,215
C0427190,5621
C0427190,10479
C0427190,54840
C0427190,10466
C0427190,1938
C0427190,2895
C0427190,51761
C0427190,3752
C0427190,55129
C0427190,2259
C0427190,55280
C0427190,478
C0427190,4204
C0427190,9289
C0427190,10273
C0427190,4287
C0427190,6507
C0152200,22926
C0152200,286257
C0152200,60506
C0152200,1258
C0152200,1261
C0152200,1270
C0152200,2780
C0152200,5149
C0152200,26504
C0152200,2781
C0152200,1527
C0152200,5146
C0152200,1735
C0152200,611
C0152200,5956
C0152200,4901
C0152200,83552
C0152200,6121
C0152200,23621
C0152200,10002
C0152200,6103
C0231528,6239
C0231528,11232
C0231528,7290
C0231528,10616
C0231528,3592
C0231528,6899
C0231528,2812
C0231528,1376
C0231528,859
C0231528,9499
C0231528,1499
C0231528,7099
C0231528,291
C0231528,2332
C0231528,7148
C0231528,7555
C0231528,2027
C0231528,844
C0231528,2717
C0231528,1230
C0231528,8302
C0231528,4210
C0231528,1312
C0231528,3939
C0231528,4000
C0231528,11107
C0231528,3145
C0231528,4625
C0231528,720
C0231528,22845
C0231528,51752
C0231528,3930
C0231528,355
C0231528,6335
C0231528,3032
C0231528,9632
C0231528,6775
C0231528,5156
C0231528,3030
C0231528,324
C0231528,4598
C0231528,1371
C0231528,7132
C0231528,421
C0231528,3106
C0231528,3586
C0231528,1763
C0231528,6945
C0231528,1756
C0231528,23175
C0231528,3593
C0231528,6329
C0231528,9663
C0746674,4221
C0746674,5216
C0746674,5446
C0746674,4744
C0746674,23435
C0746674,2043
C0746674,2521
C0746674,7415
C0746674,6311
C0746674,7170
C0746674,55624
C0746674,8074
C0746674,9782
C0746674,595
C0746674,25978
C0746674,29940
C0746674,1144
C0746674,3178
C0746674,8398
C0746674,6647
C0746674,54209
C0746674,5445
C0746674,291
C0746674,29110
C0746674,23025
C0746674,9131
C0746674,7273
C0746674,58
C0746674,8292
C0746674,5428
C0746674,29978
C0746674,9217
C0746674,8878
C0746674,4620
C0746674,283
C0746674,5444
C0746674,1134
C0746674,5630
C0746674,4703
C0746674,4625
C0746674,10891
C0746674,2066
C0746674,5339
C0746674,9896
C0746674,4534
C0746674,3032
C0746674,3030
C0746674,29954
C0746674,3758
C0746674,6559
C0746674,7169
C0746674,6557
C0746674,10133
C0746674,1639
C0746674,1610
C0746674,6261
C0240735,540
C0240735,7415
C0240735,3064
C0240735,5621
C0240735,25978
C0240735,5663
C0240735,9096
C0240735,8398
C0240735,54209
C0240735,29110
C0240735,8891
C0240735,7305
C0240735,8878
C0240735,4929
C0240735,8890
C0240735,2896
C0240735,8892
C0240735,23230
C0240735,9627
C0240735,8893
C0240735,4137
C0240735,4001
C0240735,1967
C3668816,5020
C3668816,3929
C3668816,1437
C3668816,7097
C3668816,3569
C3668816,213
C3668816,1356
C3668816,6352
C3668816,4057
C3668816,6372
C3668816,3906
C3668816,3383
C3668816,6590
C3668816,1447
C3668816,64127
C3668816,3240
C3668816,3576
C3668816,6776
C3668816,3605
C3668816,1448
C0002418,55084
C0002418,1130
C0002418,6899
C0002418,26229
C0002418,5080
C0002418,1301
C0002418,10381
C0002418,778
C0002418,401
C0002418,23556
C0002418,1804
C0002418,646960
C0002418,1420
C0002418,1298
C0002418,9469
C0002418,2581
C0002418,1299
C0002418,283989
C0002418,2902
C0002418,1123
C0002418,1409
C0002418,1297
C0002418,4935
C0002418,6334
C0002418,4952
C0002418,7020
C0002418,875
C0002418,5728
C0002418,83552
C0002418,10133
C0002418,140885
C0002418,9935
C0009398,22926
C0009398,9927
C0009398,2158
C0009398,6017
C0009398,23746
C0009398,1261
C0009398,2804
C0009398,7287
C0009398,778
C0009398,2539
C0009398,8754
C0009398,2780
C0009398,5149
C0009398,26504
C0009398,80223
C0009398,5961
C0009398,5146
C0009398,6785
C0009398,2978
C0009398,10002
C0009398,23093
C0009398,9364
C0009398,4976
C0009398,611
C0009398,22999
C0009398,5956
C0009398,5130
C0009398,7439
C0009398,24
C0009398,8481
C0009398,8842
C0009398,57060
C0009398,83552
C0009398,3000
C0009398,6103
C0009398,9094
C0009398,1406
C0700078,410
C0700078,2314
C0700078,51103
C0700078,779
C0700078,4722
C0700078,55149
C0700078,25978
C0700078,2273
C0700078,4723
C0700078,8803
C0700078,50
C0700078,6663
C0700078,4038
C0700078,9531
C0700078,5264
C0700078,6785
C0700078,4361
C0700078,4729
C0700078,4359
C0700078,23334
C0700078,2074
C0700078,51807
C0700078,4709
C0700078,23230
C0700078,1785
C0700078,4715
C0700078,26353
C0700078,7043
C0700078,5193
C0700078,55699
C0700078,54332
C0700078,4694
C0700078,3315
C0700078,9711
C0700078,10743
C0700078,1959
C0700078,5828
C0700078,7259
C0700078,3339
C0700078,5189
C0700078,2332
C0700078,4669
C0700078,2705
C0700078,29078
C0700078,7167
C0700078,1786
C0700078,2556
C0700078,25915
C0700078,3508
C0700078,5373
C0700078,8878
C0700078,1778
C0700078,1187
C0700078,5830
C0700078,7809
C0700078,4358
C0700078,4703
C0700078,6609
C0700078,55157
C0700078,5376
C0700078,9896
C0700078,538
C0700078,6335
C0700078,50717
C0700078,23095
C0700078,547
C0700078,7915
C0700078,4720
C0700078,9927
C0700078,2521
C0700078,4747
C0700078,1337
C0700078,54840
C0700078,23556
C0700078,58
C0700078,5428
C0700078,9217
C0700078,2218
C0700078,4719
C0700078,10908
C0700078,2200
C0700078,4724
C0700078,7276
C0700078,7879
C0700078,10558
C0700078,51741
C0700078,55005
C0700078,23175
C0700078,1756
C0700078,7507
C0700078,2318
C0700078,9516
C0700078,1130
C0700078,6311
C0700078,5191
C0700078,19
C0700078,26090
C0700078,9499
C0700078,8867
C0700078,23533
C0700078,10397
C0700078,10280
C0700078,29110
C0700078,9786
C0700078,5660
C0700078,23299
C0700078,6606
C0700078,367
C0700078,4000
C0700078,3752
C0700078,2068
C0700078,3098
C0700078,22954
C0700078,4726
C0700078,9829
C0700078,55572
C0700078,29954
C0700078,7169
C0270948,4744
C0270948,5446
C0270948,51103
C0270948,4722
C0270948,23396
C0270948,1760
C0270948,9782
C0270948,767
C0270948,23347
C0270948,25978
C0270948,50846
C0270948,6647
C0270948,54209
C0270948,2273
C0270948,4723
C0270948,8803
C0270948,9131
C0270948,4509
C0270948,8802
C0270948,5264
C0270948,3643
C0270948,4758
C0270948,51761
C0270948,7040
C0270948,4729
C0270948,4709
C0270948,5339
C0270948,5354
C0270948,23230
C0270948,50484
C0270948,2673
C0270948,4715
C0270948,55033
C0270948,9990
C0270948,1639
C0270948,158
C0270948,4694
C0270948,7436
C0270948,5832
C0270948,5213
C0270948,54820
C0270948,472
C0270948,2483
C0270948,5255
C0270948,3339
C0270948,3181
C0270948,29078
C0270948,11284
C0270948,7167
C0270948,25915
C0270948,8878
C0270948,5630
C0270948,55157
C0270948,2066
C0270948,3074
C0270948,9896
C0270948,4534
C0270948,6335
C0270948,1292
C0270948,547
C0270948,3679
C0270948,283
C0270948,11160
C0270948,6261
C0270948,4720
C0270948,5566
C0270948,2521
C0270948,7415
C0270948,953
C0270948,8988
C0270948,50940
C0270948,54902
C0270948,28982
C0270948,5296
C0270948,29920
C0270948,2733
C0270948,5445
C0270948,7148
C0270948,23025
C0270948,10939
C0270948,966
C0270948,9197
C0270948,649
C0270948,5428
C0270948,29978
C0270948,9217
C0270948,9056
C0270948,2218
C0270948,5573
C0270948,4719
C0270948,5444
C0270948,2720
C0270948,4724
C0270948,10891
C0270948,26235
C0270948,1280
C0270948,51010
C0270948,4204
C0270948,2778
C0270948,10558
C0270948,3094
C0270948,132
C0270948,5216
C0270948,23435
C0270948,2992
C0270948,2043
C0270948,6311
C0270948,5191
C0270948,11285
C0270948,9499
C0270948,10479
C0270948,3178
C0270948,55526
C0270948,29110
C0270948,2316
C0270948,6445
C0270948,1497
C0270948,367
C0270948,4000
C0270948,1374
C0270948,4967
C0270948,1145
C0270948,7486
C0270948,4726
C0270948,6567
C0270948,5696
C0270948,55572
C0270948,55131
C0270948,7169
C0270948,9049
C0270948,2065
C0270948,1140
C0270948,10133
C0270948,2632
C0270948,1610
C0035078,4867
C0035078,23339
C0035078,4010
C0035078,7248
C0035078,7421
C0035078,1471
C0035078,718
C0035078,3934
C0035078,5972
C0035078,7827
C0035078,7018
C0035078,342372
C0035078,63894
C0035078,8074
C0035078,10537
C0035078,81
C0035078,199221
C0035078,9392
C0035078,1906
C0035078,4306
C0035078,64601
C0035078,339044
C0035078,406933
C0035078,177
C0035078,4868
C0035078,7490
C0035078,359
C0035078,213
C0035078,4256
C0035078,114780
C0035078,259
C0035078,3630
C0035078,5310
C0035078,4669
C0035078,283131
C0035078,10343
C0035078,567
C0035078,4627
C0035078,8100
C0035078,5076
C0035078,23218
C0035078,4018
C0035078,183
C0035078,9033
C0035078,2717
C0035078,2056
C0035078,7369
C0035078,7040
C0035078,1401
C0035078,5741
C0035078,286204
C0035078,1636
C0035078,4879
C0035078,846
C0035078,26276
C0035078,4878
C0035078,973
C0035078,4582
C0035078,168507
C0035078,185
C0035078,5950
C0035078,6928
C0035078,1285
C0035078,23607
C0035078,5311
C0035078,65082
C0035078,27039
C0035078,80184
C0035078,1287
C0035078,1286
C0035078,91147
C0035078,6347
C0035078,348
C0035078,5314
C0035078,4982
C1963154,4867
C1963154,6347
C1963154,4010
C1963154,7421
C1963154,342372
C1963154,718
C1963154,3934
C1963154,5972
C1963154,1906
C1963154,7018
C1963154,1285
C1963154,8074
C1963154,10537
C1963154,81
C1963154,199221
C1963154,7827
C1963154,348
C1963154,4306
C1963154,339044
C1963154,406933
C1963154,4868
C1963154,177
C1963154,7490
C1963154,359
C1963154,213
C1963154,4256
C1963154,114780
C1963154,259
C1963154,3630
C1963154,5310
C1963154,4669
C1963154,10343
C1963154,283131
C1963154,567
C1963154,4627
C1963154,8100
C1963154,5076
C1963154,4018
C1963154,183
C1963154,2717
C1963154,9033
C1963154,2056
C1963154,7369
C1963154,7040
C1963154,1401
C1963154,5741
C1963154,286204
C1963154,1636
C1963154,4879
C1963154,4582
C1963154,973
C1963154,168507
C1963154,4878
C1963154,5950
C1963154,185
C1963154,6928
C1963154,5311
C1963154,27039
C1963154,80184
C1963154,5314
C1963154,1287
C1963154,1286
C1963154,91147
C1963154,23607
C1963154,846
C1963154,1471
C1963154,4982
C0019825,3872
C0019825,1893
C0019825,23096
C0019825,2314
C0019825,9031
C0019825,10743
C0019825,3909
C0019825,9782
C0019825,5982
C0019825,1896
C0019825,10560
C0019825,2006
C0019825,3984
C0019825,3265
C0019825,2316
C0019825,26608
C0019825,9569
C0019825,1836
C0019825,2200
C0019825,23592
C0019825,3918
C0019825,3423
C0019825,2146
C0019825,7461
C0019825,3914
C0019825,51085
C0019825,7200
C0019825,9049
C0019825,3977
C0019825,2969
C0019825,175
C0456909,51103
C0456909,5340
C0456909,4722
C0456909,55624
C0456909,6101
C0456909,7275
C0456909,10084
C0456909,583
C0456909,6010
C0456909,4723
C0456909,6102
C0456909,7399
C0456909,10594
C0456909,10210
C0456909,4117
C0456909,80223
C0456909,2581
C0456909,4751
C0456909,5145
C0456909,6295
C0456909,4729
C0456909,23568
C0456909,4693
C0456909,1259
C0456909,5158
C0456909,51524
C0456909,4709
C0456909,9742
C0456909,4715
C0456909,4942
C0456909,9215
C0456909,7840
C0456909,1406
C0456909,4694
C0456909,10585
C0456909,5627
C0456909,7287
C0456909,5995
C0456909,23090
C0456909,29078
C0456909,25915
C0456909,3913
C0456909,6094
C0456909,54880
C0456909,478
C0456909,7439
C0456909,3074
C0456909,23426
C0456909,8260
C0456909,2706
C0456909,1678
C0456909,6121
C0456909,5538
C0456909,3000
C0456909,10002
C0456909,6103
C0456909,1001
C0456909,9227
C0456909,4720
C0456909,23418
C0456909,167691
C0456909,443
C0456909,5949
C0456909,26121
C0456909,1258
C0456909,9128
C0456909,28982
C0456909,5296
C0456909,3614
C0456909,3073
C0456909,762
C0456909,26160
C0456909,6100
C0456909,8322
C0456909,2218
C0456909,4719
C0456909,2200
C0456909,4724
C0456909,5956
C0456909,8600
C0456909,1280
C0456909,24148
C0456909,24
C0456909,60
C0456909,2778
C0456909,8481
C0456909,4041
C0456909,57060
C0456909,8842
C0456909,10461
C0456909,7401
C0456909,10312
C0456909,2760
C0456909,6017
C0456909,23020
C0456909,392255
C0456909,215
C0456909,1261
C0456909,9129
C0456909,6323
C0456909,2979
C0456909,25794
C0456909,5148
C0456909,3420
C0456909,5961
C0456909,145226
C0456909,4726
C0456909,1201
C0456909,5351
C0456909,374875
C0456909,4901
C0456909,55572
C0456909,29954
C0456909,726
C0456909,55812
C0456909,4508
C0456909,51259
C0003635,5020
C0003635,7337
C0003635,93986
C0003635,885
C0003635,1436
C0003635,7415
C0003635,5743
C0003635,6164
C0003635,4988
C0003635,54902
C0003635,55851
C0003635,11277
C0003635,27286
C0003635,5443
C0003635,8620
C0003635,5621
C0003635,51124
C0003635,25978
C0003635,5663
C0003635,54840
C0003635,4922
C0003635,5173
C0003635,54209
C0003635,10206
C0003635,1268
C0003635,5002
C0003635,1173
C0003635,11138
C0003635,7305
C0003635,53335
C0003635,2353
C0003635,6908
C0003635,4987
C0003635,3559
C0003635,10053
C0003635,7297
C0003635,3560
C0003635,7442
C0003635,2896
C0003635,4204
C0003635,355
C0003635,26191
C0003635,477
C0003635,6775
C0003635,4137
C0003635,5368
C0003635,919
C0003635,5771
C0003635,7957
C0003635,4986
C0003635,6863
C0003635,3363
C0003635,2290
C0013595,686
C0013595,3567
C0013595,6361
C0013595,3497
C0013595,3596
C0013595,6037
C0013595,6774
C0013595,11005
C0013595,6367
C0013595,2312
C0013595,3565
C0013595,133396
C0013595,1828
C0013595,5650
C0013595,10850
C0013595,5729
C0013595,85480
C0013595,23197
C0013595,79755
C0013595,84283
C0013595,3458
C0013595,387129
C0013595,9275
C0013595,6307
C0013595,386653
C0013595,1215
C0013595,51131
C0013595,9021
C0013595,64127
C0013595,6356
C0013595,4666
C0013595,84433
C0013595,3605
C0042798,9657
C0042798,6658
C0042798,22926
C0042798,7299
C0042798,7275
C0042798,55624
C0042798,10806
C0042798,10733
C0042798,5621
C0042798,2697
C0042798,8787
C0042798,7399
C0042798,401
C0042798,1121
C0042798,8803
C0042798,9409
C0042798,50
C0042798,4810
C0042798,6389
C0042798,5264
C0042798,4758
C0042798,8546
C0042798,5145
C0042798,9533
C0042798,51151
C0042798,6295
C0042798,11340
C0042798,22999
C0042798,5631
C0042798,2067
C0042798,2074
C0042798,355
C0042798,9573
C0042798,8799
C0042798,4935
C0042798,5193
C0042798,3769
C0042798,627
C0042798,27229
C0042798,9215
C0042798,2072
C0042798,1406
C0042798,51604
C0042798,9915
C0042798,10585
C0042798,2263
C0042798,6949
C0042798,5828
C0042798,6297
C0042798,7287
C0042798,23600
C0042798,3920
C0042798,5995
C0042798,326
C0042798,8398
C0042798,3339
C0042798,5189
C0042798,2073
C0042798,55670
C0042798,2780
C0042798,26504
C0042798,5076
C0042798,26608
C0042798,1420
C0042798,8504
C0042798,2260
C0042798,2978
C0042798,5830
C0042798,9255
C0042798,368
C0042798,4854
C0042798,6452
C0042798,7439
C0042798,5194
C0042798,1409
C0042798,27130
C0042798,5015
C0042798,2706
C0042798,5190
C0042798,1678
C0042798,5192
C0042798,6121
C0042798,6103
C0042798,2969
C0042798,51082
C0042798,23418
C0042798,5195
C0042798,5949
C0042798,2201
C0042798,29887
C0042798,1301
C0042798,5184
C0042798,3614
C0042798,4286
C0042798,2006
C0042798,27031
C0042798,5149
C0042798,5824
C0042798,9569
C0042798,23503
C0042798,5146
C0042798,2218
C0042798,7428
C0042798,6657
C0042798,1186
C0042798,23322
C0042798,7276
C0042798,4948
C0042798,5956
C0042798,8600
C0042798,24148
C0042798,24
C0042798,26191
C0042798,29926
C0042798,23394
C0042798,4952
C0042798,6023
C0042798,54806
C0042798,29925
C0042798,3476
C0042798,4867
C0042798,5422
C0042798,10804
C0042798,10312
C0042798,7401
C0042798,1130
C0042798,9031
C0042798,6392
C0042798,5191
C0042798,6017
C0042798,19
C0042798,5982
C0042798,8517
C0042798,23020
C0042798,3295
C0042798,11277
C0042798,5080
C0042798,22897
C0042798,26146
C0042798,1261
C0042798,4043
C0042798,7490
C0042798,778
C0042798,4157
C0042798,2202
C0042798,3984
C0042798,2979
C0042798,25794
C0042798,8754
C0042798,7045
C0042798,7025
C0042798,3420
C0042798,1497
C0042798,5961
C0042798,8820
C0042798,25974
C0042798,2068
C0042798,4976
C0042798,8086
C0042798,5351
C0042798,5950
C0042798,2896
C0042798,2271
C0042798,4901
C0042798,7461
C0042798,29954
C0042798,8573
C0042798,10102
C0042798,4070
C0042798,51259
C0023380,1373
C0023380,594
C0023380,1806
C0023380,4720
C0023380,4694
C0023380,37
C0023380,2643
C0023380,5009
C0023380,445
C0023380,686
C0023380,5096
C0023380,51103
C0023380,763
C0023380,55630
C0023380,18
C0023380,4722
C0023380,34
C0023380,443
C0023380,275
C0023380,1376
C0023380,5826
C0023380,27247
C0023380,27249
C0023380,10560
C0023380,551
C0023380,10166
C0023380,6584
C0023380,35
C0023380,435
C0023380,6948
C0023380,4723
C0023380,5160
C0023380,3767
C0023380,7351
C0023380,10533
C0023380,29078
C0023380,51021
C0023380,8891
C0023380,25915
C0023380,1591
C0023380,593
C0023380,1738
C0023380,6927
C0023380,3141
C0023380,9474
C0023380,8890
C0023380,1374
C0023380,4719
C0023380,6528
C0023380,1629
C0023380,36
C0023380,4729
C0023380,2203
C0023380,25974
C0023380,4726
C0023380,4724
C0023380,1807
C0023380,2710
C0023380,788
C0023380,8892
C0023380,2731
C0023380,4709
C0023380,6833
C0023380,229
C0023380,8893
C0023380,55572
C0023380,2653
C0023380,4715
C0023380,3553
C0023380,4552
C0023380,55005
C0023380,3712
C0023380,7849
C0023380,1967
C0023380,5095
C0023380,3172
C0234144,9031
C0234144,7415
C0234144,5982
C0234144,25978
C0234144,5663
C0234144,2006
C0234144,3984
C0234144,54209
C0234144,26503
C0234144,26608
C0234144,9569
C0234144,820
C0234144,8878
C0234144,2896
C0234144,7461
C0234144,23230
C0234144,4137
C0234144,5753
C0234144,11183
C0234144,2969
C0013604,5020
C0013604,3636
C0013604,5896
C0013604,10982
C0013604,4643
C0013604,1130
C0013604,5743
C0013604,7827
C0013604,5897
C0013604,796
C0013604,6550
C0013604,81693
C0013604,5443
C0013604,81
C0013604,847
C0013604,4868
C0013604,2733
C0013604,335
C0013604,1144
C0013604,6548
C0013604,3569
C0013604,6863
C0013604,6549
C0013604,2073
C0013604,3630
C0013604,55704
C0013604,842
C0013604,10682
C0013604,567
C0013604,51021
C0013604,7432
C0013604,55636
C0013604,3913
C0013604,3981
C0013604,1146
C0013604,100
C0013604,5744
C0013604,1836
C0013604,5800
C0013604,1187
C0013604,2936
C0013604,7809
C0013604,3575
C0013604,3561
C0013604,2243
C0013604,3589
C0013604,841
C0013604,1134
C0013604,1280
C0013604,4069
C0013604,396
C0013604,3827
C0013604,8195
C0013604,4598
C0013604,5608
C0013604,2235
C0013604,7132
C0013604,51196
C0013604,836
C0013604,9049
C0013604,3576
C0013604,2065
C0013604,7124
C0013604,6778
C0013604,6023
C0013604,9663
C0013604,2632
C0013604,348
C0037315,9370
C0037315,6285
C0037315,4846
C0037315,3479
C0037315,5972
C0037315,1906
C0037315,3569
C0037315,3630
C0037315,27245
C0037315,3953
C0037315,3060
C0037315,3952
C0037315,1401
C0037315,3356
C0037315,3383
C0037315,1636
C0037315,4879
C0037315,51738
C0037315,3576
C0037315,1116
C0037315,7124
C0037315,7422
C0037315,348
C0037317,8022
C0037317,7067
C0037317,2799
C0037317,2314
C0037317,6571
C0037317,443
C0037317,10743
C0037317,3340
C0037317,5621
C0037317,51091
C0037317,10479
C0037317,6697
C0037317,4669
C0037317,7148
C0037317,5626
C0037317,25942
C0037317,8243
C0037317,288
C0037317,4929
C0037317,8820
C0037317,1644
C0037317,6448
C0037317,7068
C0037317,6622
C0037317,11019
C0037317,7252
C0037317,50814
C0037317,9627
C0037317,7201
C0037317,5885
C0037317,7253
C0037317,3425
C0037317,25836
C0037317,5538
C0037317,9126
C0037317,1639
C0037317,5449
C0851578,1120
C0851578,3061
C0851578,1375
C0851578,6955
C0851578,3569
C0851578,1404
C0851578,8863
C0851578,56259
C0851578,25820
C0851578,1786
C0851578,3118
C0851578,4340
C0851578,288
C0851578,3060
C0851578,3952
C0851578,7021
C0851578,1401
C0851578,5617
C0851578,5348
C0851578,6521
C0851578,27348
C0851578,8864
C0851578,1407
C0851578,23531
C0241210,3897
C0241210,1806
C0241210,55084
C0241210,6678
C0241210,1120
C0241210,2314
C0241210,4983
C0241210,2628
C0241210,10806
C0241210,10075
C0241210,55149
C0241210,2903
C0241210,7054
C0241210,27086
C0241210,9131
C0241210,1200
C0241210,6197
C0241210,2334
C0241210,10771
C0241210,3766
C0241210,23592
C0241210,549
C0241210,5354
C0241210,9496
C0241210,24140
C0241210,54551
C0241210,23522
C0241210,6638
C0241210,175
C0241210,26277
C0241210,23096
C0241210,9343
C0241210,158
C0241210,10982
C0241210,7337
C0241210,4212
C0241210,7436
C0241210,8242
C0241210,6899
C0241210,10743
C0241210,2593
C0241210,8398
C0241210,5189
C0241210,6660
C0241210,1356
C0241210,10262
C0241210,26503
C0241210,10128
C0241210,2260
C0241210,23314
C0241210,585
C0241210,7068
C0241210,1807
C0241210,23040
C0241210,8195
C0241210,7915
C0241210,5728
C0241210,2055
C0241210,867
C0241210,4297
C0241210,5063
C0241210,4692
C0241210,1741
C0241210,443
C0241210,23203
C0241210,7518
C0241210,26580
C0241210,4208
C0241210,8091
C0241210,6492
C0241210,26160
C0241210,54941
C0241210,4763
C0241210,6535
C0241210,54888
C0241210,5230
C0241210,2218
C0241210,5573
C0241210,2582
C0241210,3028
C0241210,501
C0241210,4204
C0241210,2146
C0241210,50814
C0241210,10159
C0241210,3480
C0241210,2033
C0241210,7681
C0241210,25970
C0241210,25836
C0241210,132
C0241210,5295
C0241210,10717
C0241210,1605
C0241210,35
C0241210,582
C0241210,8924
C0241210,55526
C0241210,5144
C0241210,2316
C0241210,25942
C0241210,55209
C0241210,23261
C0241210,8575
C0241210,5831
C0241210,1387
C0241210,695
C0241210,6909
C0241210,7253
C0241210,10157
C0241210,23545
C0241210,6712
C0020305,2317
C0020305,10661
C0020305,1301
C0020305,9321
C0020305,55112
C0020305,2050
C0020305,4750
C0020305,26503
C0020305,1836
C0020305,4758
C0020305,2990
C0020305,9780
C0020305,7809
C0020305,5745
C0020305,1280
C0020305,9896
C0020305,3032
C0020305,2629
C0020305,3030
C0020305,3040
C0020305,3039
C0020305,2632
C0020305,147372
C0020305,6261
C0398650,987
C0398650,975
C0398650,11093
C0398650,7066
C0398650,8085
C0398650,7174
C0398650,4860
C0398650,6403
C0398650,1380
C0398650,23495
C0398650,100
C0398650,1789
C0398650,4790
C0398650,4791
C0398650,29851
C0398650,4352
C0398650,2581
C0398650,5580
C0398650,3440
C0398650,3589
C0398650,9103
C0398650,356
C0398650,3690
C0398650,1493
C0398650,930
C0398650,2625
C0398650,355
C0398650,2811
C0398650,7403
C0398650,931
C0398650,843
C0398650,4893
C0398650,3674
C0398650,51206
C0398650,8742
C0398650,54
C1262477,9370
C1262477,5020
C1262477,5290
C1262477,3479
C1262477,779
C1262477,5443
C1262477,5621
C1262477,2697
C1262477,6391
C1262477,4292
C1262477,6647
C1262477,27086
C1262477,10892
C1262477,3565
C1262477,567
C1262477,6197
C1262477,2056
C1262477,2956
C1262477,596
C1262477,9968
C1262477,9451
C1262477,6833
C1262477,23141
C1262477,330
C1262477,4137
C1262477,3492
C1262477,5378
C1262477,3717
C1262477,1639
C1262477,10320
C1262477,472
C1262477,595
C1262477,4830
C1262477,2626
C1262477,3119
C1262477,3115
C1262477,2556
C1262477,1804
C1262477,3845
C1262477,1591
C1262477,4057
C1262477,6390
C1262477,9474
C1262477,5830
C1262477,5325
C1262477,5395
C1262477,6622
C1262477,1493
C1262477,204
C1262477,7403
C1262477,1392
C1262477,3106
C1262477,3586
C1262477,3593
C1262477,4902
C1262477,540
C1262477,2645
C1262477,604
C1262477,22909
C1262477,7048
C1262477,3630
C1262477,3767
C1262477,54790
C1262477,10533
C1262477,3123
C1262477,4436
C1262477,4072
C1262477,54982
C1262477,3141
C1262477,3440
C1262477,27030
C1262477,1910
C1262477,1280
C1262477,10512
C1262477,6556
C1262477,26191
C1262477,3480
C1262477,8915
C1262477,54453
C1262477,2707
C1262477,4852
C1262477,51574
C1262477,5657
C1262477,2592
C1262477,6392
C1262477,1889
C1262477,5979
C1262477,10479
C1262477,4784
C1262477,551
C1262477,27445
C1262477,3481
C1262477,3952
C1262477,4352
C1262477,2693
C1262477,1908
C1262477,3651
C1262477,2629
C1262477,7253
C1262477,8573
C1262477,1831
C1262477,6945
C1262477,3976
C1262477,2668
C0043094,9370
C0043094,5020
C0043094,6678
C0043094,5290
C0043094,323
C0043094,9926
C0043094,3929
C0043094,5467
C0043094,5443
C0043094,3620
C0043094,7319
C0043094,55706
C0043094,196
C0043094,11167
C0043094,23164
C0043094,308
C0043094,51141
C0043094,586
C0043094,4232
C0043094,1636
C0043094,51201
C0043094,5631
C0043094,4321
C0043094,4883
C0043094,4715
C0043094,9215
C0043094,29108
C0043094,1509
C0043094,51449
C0043094,4221
C0043094,1783
C0043094,7431
C0043094,9637
C0043094,3488
C0043094,6234
C0043094,2688
C0043094,23365
C0043094,51091
C0043094,8701
C0043094,4430
C0043094,84064
C0043094,4134
C0043094,2199
C0043094,9619
C0043094,2784
C0043094,4313
C0043094,4811
C0043094,10266
C0043094,26040
C0043094,2934
C0043094,351
C0043094,51738
C0043094,4199
C0043094,412
C0043094,5566
C0043094,51194
C0043094,7171
C0043094,540
C0043094,34
C0043094,6711
C0043094,6202
C0043094,4651
C0043094,22919
C0043094,140609
C0043094,8470
C0043094,55187
C0043094,91404
C0043094,114882
C0043094,23014
C0043094,79068
C0043094,1813
C0043094,26037
C0043094,2246
C0043094,285172
C0043094,26958
C0043094,857
C0043094,2888
C0043094,7124
C0043094,6158
C0043094,55055
C0043094,8826
C0043094,10569
C0043094,801
C0043094,23022
C0043094,1565
C0043094,9518
C0043094,1268
C0043094,3952
C0043094,948
C0043094,57620
C0043094,302
C0043094,6259
C0043094,1646
C0043094,80746
C0043094,23683
C0043094,3358
C0043094,25932
C1384666,9132
C1384666,5077
C1384666,5308
C1384666,5290
C1384666,1285
C1384666,3052
C1384666,10084
C1384666,6391
C1384666,6913
C1384666,6731
C1384666,7469
C1384666,6647
C1384666,1174
C1384666,6662
C1384666,411
C1384666,10682
C1384666,4509
C1384666,9131
C1384666,9949
C1384666,5648
C1384666,6663
C1384666,3981
C1384666,4038
C1384666,6792
C1384666,1836
C1384666,2581
C1384666,6938
C1384666,7040
C1384666,9968
